Category,Industry,Profession,Occupation,Race,Employed,Percent
Service,Protective service,Protective service occupations,Parking enforcement workers,Hispanic,,0
Service,Protective service,Protective service occupations,Police and sheriff's patrol officers,Hispanic,121,0.45
Service,Protective service,Protective service occupations,Transit and railroad police,Hispanic,,0
Service,Protective service,Protective service occupations,Animal control workers,Hispanic,,0
Service,Protective service,Protective service occupations,Private detectives and investigators,Hispanic,17,0.06
Service,Protective service,Protective service occupations,Security guards and gaming surveillance officers,Hispanic,176,0.65
Service,Protective service,Protective service occupations,Crossing guards,Hispanic,10,0.04
Service,Protective service,Protective service occupations,Transportation security screeners,Hispanic,,0
Service,Protective service,Protective service occupations,"Lifeguards and other recreational, and all other protective service workers",Hispanic,20,0.07
Sales and office,Sales and related,Sales and related,First-line supervisors of retail sales workers,White,2617,2.2
Sales and office,Sales and related,Sales and related,First-line supervisors of non-retail sales workers,White,1074,0.9
Sales and office,Sales and related,Sales and related,Cashiers,White,2189,1.84
Sales and office,Sales and related,Sales and related,Counter and rental clerks,White,70,0.06
Sales and office,Sales and related,Sales and related,Parts salespersons,White,120,0.1
Sales and office,Sales and related,Sales and related,Retail salespersons,White,2449,2.06
Sales and office,Sales and related,Sales and related,Advertising sales agents,White,155,0.13
Sales and office,Sales and related,Sales and related,Insurance sales agents,White,483,0.41
